"ID","Title","Venue","Year","DOI","OpenReview","Arxiv","Code","Video","Slide","Poster"
"06198","Resource-Aware Heterogeneous Federated Learning using Neural Architecture Search","","","","","https://arxiv.org/abs/2211.05716","","","",""
"06199","Resource Constrained Vehicular Edge Federated Learning with Highly Mobile Connected Vehicles","","","","","https://arxiv.org/abs/2210.15496","","","",""
"06200","Resource Allocation of Federated Learning for the Metaverse with Mobile Augmented Reality","","","","","https://arxiv.org/abs/2211.08705","","","",""
"06201","Resilience of Wireless Ad Hoc Federated Learning against Model Poisoning Attacks","","","","","https://arxiv.org/abs/2211.03489","","","",""
"06202","ResFed: Communication Efficient Federated Learning by Transmitting Deep Compressed Residuals","","","","","https://arxiv.org/abs/2212.05602","","","",""
"06203","Refiner: Data Refining against Gradient Leakage Attacks in Federated Learning","","","","","https://arxiv.org/abs/2212.02042","","","",""
"06206","Rate-Privacy-Storage Tradeoff in Federated Learning with Top $r$ Sparsification","","","","","https://arxiv.org/abs/2212.09704","","","",""
"06207","Random Orthogonalization for Federated Learning in Massive MIMO Systems","","","","","https://arxiv.org/abs/2210.09881","","","",""
"06209","Quantum Machine Learning in Finance: Time Series Forecasting","","","","","https://arxiv.org/abs/2202.00599","","","",""
"06210","Quantum Federated Learning with Entanglement Controlled Circuits and Superposition Coding","","","","","https://arxiv.org/abs/2212.01732","","","",""
"06211","Quantum Federated Learning for Distributed Quantum Networks","","","","","https://arxiv.org/abs/2212.12913","","","",""
"06212","Quantifying the Impact of Label Noise on Federated Learning","","","","","https://arxiv.org/abs/2211.07816","","","",""
"06213","Prototype-Based Layered Federated Cross-Modal Hashing","","","","","https://arxiv.org/abs/2210.15678","","","",""
"06214","Protecting Against Data Leakage in Federated Learning: What Approach Should You Choose?","Federated Learning","2022","https://doi.org/10.1007/978-3-030-96896-0_13","https://openreview.net/forum?id=i7MIdf7nn7","","","","",""
"06215","Proof of Swarm Based Ensemble Learning for Federated Learning Applications","Proceedings of the 38th ACM/SIGAPP Symposium on Applied Computing","2023","https://doi.org/10.1145/3555776.3578601","","https://arxiv.org/abs/2212.14050","","","",""
"06217","Probabilistic Time Series Forecasting for Adaptive Monitoring in Edge Computing Environments","2022 IEEE International Conference on Big Data (Big Data)","2022","https://doi.org/10.1109/bigdata55660.2022.10021129","","https://arxiv.org/abs/2211.13729","","","",""
"06218","Probabilistic Decomposition Transformer for Time Series Forecasting","","","","","https://arxiv.org/abs/2210.17393","","","",""
"06220","Private Parameter Aggregation for Federated Learning","Federated Learning","2022","https://doi.org/10.1007/978-3-030-96896-0_14","https://openreview.net/forum?id=bmTjbxz0d9","","","","",""
"06221","Privacy-Preserving Vertical Federated Learning","Federated Learning","2022","https://doi.org/10.1007/978-3-030-96896-0_18","https://openreview.net/forum?id=UpXACw1N5R","","","","",""
"06223","Privacy-Aware Compression for Federated Learning Through Numerical Mechanism Design","","","","","https://arxiv.org/abs/2211.03942","","","",""
"06224","Privacy of federated QR decomposition using additive secure multiparty computation","","","","","https://arxiv.org/abs/2210.06163","","","",""
"06225","Preserving Privacy in Federated Learning with Ensemble Cross-Domain Knowledge Distillation","","","","","https://arxiv.org/abs/2209.04599","","","",""
"06226","Predicting Future Mosquito Larval Habitats Using Time Series Climate Forecasting and Deep Learning","","","","","https://arxiv.org/abs/2208.01436","","","",""
"06227","Practical Skills Demand Forecasting via Representation Learning of Temporal Dynamics","Proceedings of the 2022 AAAI/ACM Conference on AI, Ethics,https://doi.org/and Society","2022","https://doi.org/10.1145/3514094.3534183","","https://arxiv.org/abs/2205.09508","","","",""
"06228","Plankton-FL: Exploration of Federated Learning for Privacy-Preserving Training of Deep Neural Networks for Phytoplankton Classification","","","","","https://arxiv.org/abs/2212.08990","","","",""
"06230","PHY-Fed: An Information-Theoretic Secure Aggregation in Federated Learning in Wireless Communications","","","","","https://arxiv.org/abs/2210.16917","","","",""
"06232","Personalizing or Not: Dynamically Personalized Federated Learning with Incentives","","","","","https://arxiv.org/abs/2208.06192","","","",""
"06233","Personalized Federated Recommender Systems with Private and Partially Federated AutoEncoders","","","","","https://arxiv.org/abs/2212.08779","","","",""
"06234","Personalized Federated Recommendation via Joint Representation Learning, User Clustering, and Model Adaptation","","","","https://openreview.net/forum?id=BflyrovlGB","","","","",""
"06235","Personalized Federated Learning with Server-Side Information","","","","","https://arxiv.org/abs/2205.11044","","","",""
"06236","Personalized Federated Learning with Multiple Known Clusters","","","","","https://arxiv.org/abs/2204.13619","","","",""
"06237","Personalized Federated Learning with Hidden Information on Personalized Prior","","","","","https://arxiv.org/abs/2211.10684","","","",""
"06238","Personalized federated learning with exact stochastic gradient descent","Applied Intelligence","2025","https://doi.org/10.1007/s10489-025-06989-y","","https://arxiv.org/abs/2202.09848","","","",""
"06239","Personalized Federated Learning with Communication Compression","","","","","https://arxiv.org/abs/2209.05148","","","",""
"06240","Personalized Federated Learning via Variational Bayesian Inference","","","","https://openreview.net/forum?id=TkkyJqzbAG","","","","",""
"06241","Personalized Federated Learning via Heterogeneous Modular Networks","","","","","https://arxiv.org/abs/2210.14830","","","",""
"06242","Personalized Federated Learning via Convex Clustering","","","","","https://arxiv.org/abs/2202.00718","","","",""
"06243","Personalized Federated Learning for Multi-task Fault Diagnosis of Rotating Machinery","","","","","https://arxiv.org/abs/2211.09406","","","",""
"06244","Personalized Federated Hypernetworks for Privacy Preservation in Multi-Task Reinforcement Learning","","","","","https://arxiv.org/abs/2210.06820","","","",""
"06245","Personalized Federated Contrastive Learning","2022 IEEE International Conference on Big Data (Big Data)","2022","https://doi.org/10.1109/BigData55660.2022.10020518","https://openreview.net/forum?id=watcPbQ5J5","","","","",""
"06247","Personalization Improves Privacy-Accuracy Tradeoffs in Federated Learning","","","","","https://arxiv.org/abs/2202.05318","","","",""
"06248","PersA-FL: Personalized Asynchronous Federated Learning","","","","","https://arxiv.org/abs/2210.01176","","","",""
"06249","Performance Optimization for Variable Bitwidth Federated Learning in Wireless Networks","","","","","https://arxiv.org/abs/2209.10200","","","",""
"06250","Performance of Deep Learning models with transfer learning for multiple-step-ahead forecasts in monthly time series","","","","","https://arxiv.org/abs/2203.11196","","","",""
"06252","PaEBack: Pareto-Efficient Backsubsampling for Time Series Data","","","","","https://arxiv.org/abs/2210.15780","","","",""
"06253","PaDPaF: Partial Disentanglement with Partially-Federated GANs","","","","","https://arxiv.org/abs/2212.03836","","","",""
"06254","Over-the-Air Personalized Federated Learning","ICASSP 2022 - 2022 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)","2022","https://doi.org/10.1109/ICASSP43922.2022.9746750","https://openreview.net/forum?id=c7Z6uMLtJq","","","","",""
"06255","Over-the-Air Federated Learning with Privacy Protection via Correlated Additive Perturbations","","","","","https://arxiv.org/abs/2210.02235","","","",""
"06256","Over-the-Air Federated Learning with Enhanced Privacy","","","","","https://arxiv.org/abs/2212.11486","","","",""
"06257","Over-The-Air Federated Learning Over Scalable Cell-free Massive MIMO","","","","","https://arxiv.org/abs/2212.06482","","","",""
"06259","Over-The-Air Clustered Wireless Federated Learning","","","","","https://arxiv.org/abs/2211.03363","","","",""
"06260","Optimal Privacy Preserving for Federated Learning in Mobile Edge Computing","","","","","https://arxiv.org/abs/2211.07166","","","",""
"06262","OpBoost: A Vertical Federated Tree Boosting Framework Based on Order-Preserving Desensitization","","","","","https://arxiv.org/abs/2210.01318","","","",""
"06263","Online Federated Learning via Non-Stationary Detection and Adaptation amidst Concept Drift","","","","","https://arxiv.org/abs/2211.12578","","","",""
"06264","One-Step Time Series Forecasting Using Variational Quantum Circuits","","","","","https://arxiv.org/abs/2207.07982","","","",""
"06265","ONE-NAS: An Online NeuroEvolution based Neural Architecture Search for Time Series Forecasting","","","","","https://arxiv.org/abs/2202.13471","","","",""
"06266","One Model to Unite Them All: Personalized Federated Learning of Multi-Contrast MRI Synthesis","","","","","https://arxiv.org/abs/2207.06509","","","",""
"06268","ON-DEMAND-FL: A Dynamic and Efficient Multi-Criteria Federated Learning Client Deployment Scheme","","","","","https://arxiv.org/abs/2211.02906","","","",""
"06269","On the use of dynamic mode decomposition for time-series forecasting of ships operating in waves","","","","","https://arxiv.org/abs/2207.04309","","","",""
"06270","On the Stability Analysis of Open Federated Learning Systems","","","","","https://arxiv.org/abs/2209.12307","","","",""
"06272","On the Energy and Communication Efficiency Tradeoffs in Federated and Multi-Task Learning","2022 IEEE 33rd Annual International Symposium on Personal, Indoor and Mobile Radio Communications (PIMRC)","2022","https://doi.org/10.1109/pimrc54779.2022.9977688","","https://arxiv.org/abs/2212.01049","","","",""
"06273","On the efficacy of the wisdom of crowds to forecast economic indicators","The European Physical Journal B","2023","https://doi.org/10.1140/epjb/s10051-023-00482-6","","https://arxiv.org/abs/2207.08924","","","",""
"06274","On the Design of Communication-Efficient Federated Learning for Health Monitoring","","","","","https://arxiv.org/abs/2211.16952","","","",""
"06275","Olive Branch Learning: A Topology-Aware Federated Learning Framework for Space-Air-Ground Integrated Network","","","","","https://arxiv.org/abs/2212.01215","","","",""
"06276","ODformer: Spatial-Temporal Transformers for Long Sequence Origin-Destination Matrix Forecasting Against Cross Application Scenario","","","","","https://arxiv.org/abs/2208.08218","","","",""
"06277","NVIDIA FLARE: Federated Learning from Simulation to Real-World","","","","","https://arxiv.org/abs/2210.13291","","","",""
"06278","Navigation as Attackers Wish? Towards Building Robust Embodied Agents under Federated Learning","","","","","https://arxiv.org/abs/2211.14769","","","",""
"06280","Multivariate Time Series Forecasting with Latent Graph Inference","","","","","https://arxiv.org/abs/2203.03423","","","",""
"06281","Multivariable time series forecasting using model fusion","Information Sciences","2022","https://doi.org/10.1016/j.ins.2021.11.025","https://openreview.net/forum?id=6vzUplRhrS","","","","",""
"06282","Multimodal Neural Network For Demand Forecasting","","","","","https://arxiv.org/abs/2210.11502","","","",""
"06283","Multi-Variate Time Series Forecasting on Variable Subsets","Proceedings of the 28th ACM SIGKDD Conference on Knowledge Discovery and Data Mining","2022","https://doi.org/10.1145/3534678.3539394","","https://arxiv.org/abs/2206.12626","","","",""
"06284","Multi-Resource Allocation for On-Device Distributed Federated Learning Systems","","","","","https://arxiv.org/abs/2211.00481","","","",""
